State,Year,Month,Target
Montana,2019,3,333
Montana,2019,4,333
Montana,2019,5,333
Montana,2019,6,333
Montana,2019,7,333
Montana,2019,8,333
Montana,2019,9,333
Montana,2019,10,333
Montana,2019,11,333
Montana,2019,12,333
Connecticut,2019,1,333
Connecticut,2019,2,333
Connecticut,2019,3,333
Connecticut,2019,4,333
Connecticut,2019,5,333
Connecticut,2019,6,333
Connecticut,2019,7,333
Connecticut,2019,8,333
Connecticut,2019,9,333
Connecticut,2019,10,333
Connecticut,2019,11,333
Connecticut,2019,12,333
Louisiana,2019,1,333
Louisiana,2019,2,333
Louisiana,2019,3,333
Louisiana,2019,4,333
Louisiana,2019,5,333
Louisiana,2019,6,333
Louisiana,2019,7,333
Louisiana,2019,8,333
Louisiana,2019,9,333
Louisiana,2019,10,333
Louisiana,2019,11,333
Louisiana,2019,12,333
Wisconsin,2019,1,417
Wisconsin,2019,2,417
Wisconsin,2019,3,417
Wisconsin,2019,4,417
Wisconsin,2019,5,417
Wisconsin,2019,6,417
Wisconsin,2019,7,417
Wisconsin,2019,8,417
Wisconsin,2019,9,417
Wisconsin,2019,10,417
Wisconsin,2019,11,417
Wisconsin,2019,12,417
Oklahoma,2019,1,417
Oklahoma,2019,2,417
Oklahoma,2019,3,417
Oklahoma,2019,4,417
Oklahoma,2019,5,417
Oklahoma,2019,6,417
Oklahoma,2019,7,417
Oklahoma,2019,8,417
Oklahoma,2019,9,417
Oklahoma,2019,10,417
Oklahoma,2019,11,417
Oklahoma,2019,12,417
Minnesota,2019,1,417
Minnesota,2019,2,417
Minnesota,2019,3,417
Minnesota,2019,4,417
Minnesota,2019,5,417
Minnesota,2019,6,417
Minnesota,2019,7,417
Minnesota,2019,8,417
Minnesota,2019,9,417
Minnesota,2019,10,417
Minnesota,2019,11,417
Minnesota,2019,12,417
Virginia,2019,1,417
Virginia,2019,2,417
Virginia,2019,3,417
Virginia,2019,4,417
Virginia,2019,5,417
Virginia,2019,6,417
Virginia,2019,7,417
Virginia,2019,8,417
Virginia,2019,9,417
Virginia,2019,10,417
Virginia,2019,11,417
Virginia,2019,12,417
Delaware,2019,1,667
Delaware,2019,2,667
Delaware,2019,3,667
Delaware,2019,4,667
Delaware,2019,5,667
Delaware,2019,6,667
Delaware,2019,7,667
Delaware,2019,8,667
Delaware,2019,9,667
Delaware,2019,10,667
Delaware,2019,11,667
Delaware,2019,12,667
Kentucky,2019,1,667
Kentucky,2019,2,667
Kentucky,2019,3,667
Kentucky,2019,4,667
Kentucky,2019,5,667
Kentucky,2019,6,667
Kentucky,2019,7,667
Kentucky,2019,8,667
Kentucky,2019,9,667
Kentucky,2019,10,667
Kentucky,2019,11,667
Kentucky,2019,12,667
Tennessee,2019,1,667
Tennessee,2019,2,667
Tennessee,2019,3,667
Tennessee,2019,4,667
Tennessee,2019,5,667
Tennessee,2019,6,667
Tennessee,2019,7,667
Tennessee,2019,8,667
Tennessee,2019,9,667
Tennessee,2019,10,667
Tennessee,2019,11,667
Tennessee,2019,12,667
North Carolina,2019,1,1250
North Carolina,2019,2,1250
North Carolina,2019,3,1250
North Carolina,2019,4,1250
North Carolina,2019,5,1250
North Carolina,2019,6,1250
North Carolina,2019,7,1250
North Carolina,2019,8,1250
North Carolina,2019,9,1250
North Carolina,2019,10,1250
North Carolina,2019,11,1250
North Carolina,2019,12,1250
Illinois,2019,1,1250
Illinois,2019,2,1250
Illinois,2019,3,1250
Illinois,2019,4,1250
Illinois,2019,5,1250
Illinois,2019,6,1250
Illinois,2019,7,1250
Illinois,2019,8,1250
Illinois,2019,9,1250
Illinois,2019,10,1250
Illinois,2019,11,1250
Illinois,2019,12,1250
Michigan,2019,1,1250
Michigan,2019,2,1250
Michigan,2019,3,1250
Michigan,2019,4,1250
Michigan,2019,5,1250
Michigan,2019,6,1250
Michigan,2019,7,1250
Michigan,2019,8,1250
Michigan,2019,9,1250
Michigan,2019,10,1250
Michigan,2019,11,1250
Michigan,2019,12,1250
Florida,2019,1,2083
Florida,2019,2,2083
Florida,2019,3,2083
Florida,2019,4,2083
Florida,2019,5,2083
Florida,2019,6,2083
Florida,2019,7,2083
Florida,2019,8,2083
Florida,2019,9,2083
Florida,2019,10,2083
Florida,2019,11,2083
Florida,2019,12,2083
Pennsylvania,2019,1,2083
Pennsylvania,2019,2,2083
Pennsylvania,2019,3,2083
Pennsylvania,2019,4,2083
Pennsylvania,2019,5,2083
Pennsylvania,2019,6,2083
Pennsylvania,2019,7,2083
Pennsylvania,2019,8,2083
Pennsylvania,2019,9,2083
Pennsylvania,2019,10,2083
Pennsylvania,2019,11,2083
Pennsylvania,2019,12,2083
Texas,2019,1,6667
Texas,2019,2,6667
Texas,2019,3,6667
Texas,2019,4,6667
Texas,2019,5,6667
Texas,2019,6,6667
Texas,2019,7,6667
Texas,2019,8,6667
Texas,2019,9,6667
Texas,2019,10,6667
Texas,2019,11,6667
Texas,2019,12,6667
Washington,2019,1,6667
Washington,2019,2,6667
Washington,2019,3,6667
Washington,2019,4,6667
Washington,2019,5,6667
Washington,2019,6,6667
Washington,2019,7,6667
Washington,2019,8,6667
Washington,2019,9,6667
Washington,2019,10,6667
Washington,2019,11,6667
Washington,2019,12,6667
California,2019,1,33
California,2019,2,33
California,2019,3,33
California,2019,4,33
California,2019,5,33
California,2019,6,33
California,2019,7,33
California,2019,8,33
California,2019,9,33
California,2019,10,33
California,2019,11,33
California,2019,12,33
Massachusetts,2019,1,500
Massachusetts,2019,2,500
Massachusetts,2019,3,500
Massachusetts,2019,4,500
Massachusetts,2019,5,500
Massachusetts,2019,6,500
Massachusetts,2019,7,500
Massachusetts,2019,8,500
Massachusetts,2019,9,500
Massachusetts,2019,10,500
Massachusetts,2019,11,500
Massachusetts,2019,12,500
Missouri,2019,1,500
Missouri,2019,2,500
Missouri,2019,3,500
Missouri,2019,4,500
Missouri,2019,5,500
Missouri,2019,6,500
Missouri,2019,7,500
Missouri,2019,8,500
Missouri,2019,9,500
Missouri,2019,10,500
Missouri,2019,11,500
Missouri,2019,12,500
Maryland,2019,1,500
Maryland,2019,2,500
Maryland,2019,3,500
Maryland,2019,4,500
Maryland,2019,5,500
Maryland,2019,6,500
Maryland,2019,7,500
Maryland,2019,8,500
Maryland,2019,9,500
Maryland,2019,10,500
Maryland,2019,11,500
Maryland,2019,12,500
New Jersey,2019,1,500
New Jersey,2019,2,500
New Jersey,2019,3,500
New Jersey,2019,4,500
New Jersey,2019,5,500
New Jersey,2019,6,500
New Jersey,2019,7,500
New Jersey,2019,8,500
New Jersey,2019,9,500
New Jersey,2019,10,500
New Jersey,2019,11,500
New Jersey,2019,12,500
Colorado,2019,1,500
Colorado,2019,2,500
Colorado,2019,3,500
Colorado,2019,4,500
Colorado,2019,5,500
Colorado,2019,6,500
Colorado,2019,7,500
Colorado,2019,8,500
Colorado,2019,9,500
Colorado,2019,10,500
Colorado,2019,11,500
Colorado,2019,12,500
Arizona,2019,1,500
Arizona,2019,2,500
Arizona,2019,3,500
Arizona,2019,4,500
Arizona,2019,5,500
Arizona,2019,6,500
Arizona,2019,7,500
Arizona,2019,8,500
Arizona,2019,9,500
Arizona,2019,10,500
Arizona,2019,11,500
Arizona,2019,12,500
South Dakota,2018,1,33
South Dakota,2018,2,33
South Dakota,2018,3,33
South Dakota,2018,4,33
South Dakota,2018,5,33
South Dakota,2018,6,33
South Dakota,2018,7,33
South Dakota,2018,8,33
South Dakota,2018,9,33
South Dakota,2018,10,33
South Dakota,2018,11,33
South Dakota,2018,12,33
Idaho,2018,1,33
Idaho,2018,2,33
Idaho,2018,3,33
Idaho,2018,4,33
Idaho,2018,5,33
Idaho,2018,6,33
Idaho,2018,7,33
Idaho,2018,8,33
Idaho,2018,9,33
Idaho,2018,10,33
Idaho,2018,11,33
Idaho,2018,12,33
New Hampshire,2018,1,33
New Hampshire,2018,2,33
New Hampshire,2018,3,33
New Hampshire,2018,4,33
New Hampshire,2018,5,33
New Hampshire,2018,6,33
New Hampshire,2018,7,33
New Hampshire,2018,8,33
New Hampshire,2018,9,33
New Hampshire,2018,10,33
New Hampshire,2018,11,33
New Hampshire,2018,12,33
New Mexico,2018,1,33
New Mexico,2018,2,33
New Mexico,2018,3,33
New Mexico,2018,4,33
New Mexico,2018,5,33
New Mexico,2018,6,33
New Mexico,2018,7,33
New Mexico,2018,8,33
New Mexico,2018,9,33
New Mexico,2018,10,33
New Mexico,2018,11,33
New Mexico,2018,12,33
Nebraska,2018,1,33
Nebraska,2018,2,33
Nebraska,2018,3,33
Nebraska,2018,4,33
Nebraska,2018,5,33
Nebraska,2018,6,33
Nebraska,2018,7,33
Nebraska,2018,8,33
Nebraska,2018,9,33
Nebraska,2018,10,33
Nebraska,2018,11,33
Nebraska,2018,12,33
Montana,2018,1,33
Montana,2018,2,33
Montana,2018,3,33
Montana,2018,4,33
Montana,2018,5,33
Montana,2018,6,33
Montana,2018,7,33
Montana,2018,8,33
Montana,2018,9,33
Montana,2018,10,33
Montana,2018,11,33
Montana,2018,12,33
Maine,2018,1,33
Maine,2018,2,33
Maine,2018,3,33
Maine,2018,4,33
Maine,2018,5,33
Maine,2018,6,33
Maine,2018,7,33
Maine,2018,8,33
Maine,2018,9,33
Maine,2018,10,33
Maine,2018,11,33
Maine,2018,12,33
South Carolina,2018,1,167
South Carolina,2018,2,167
South Carolina,2018,3,167
South Carolina,2018,4,167
South Carolina,2018,5,167
South Carolina,2018,6,167
South Carolina,2018,7,167
South Carolina,2018,8,167
South Carolina,2018,9,167
South Carolina,2018,10,167
South Carolina,2018,11,167
South Carolina,2018,12,167
Nevada,2018,1,167
Nevada,2018,2,167
Nevada,2018,3,167
Nevada,2018,4,167
Nevada,2018,5,167
Nevada,2018,6,167
Nevada,2018,7,167
Nevada,2018,8,167
Nevada,2018,9,167
Nevada,2018,10,167
Nevada,2018,11,167
Nevada,2018,12,167
Connecticut,2018,1,167
Connecticut,2018,2,167
Connecticut,2018,3,167
Connecticut,2018,4,167
Connecticut,2018,5,167
Connecticut,2018,6,167
Connecticut,2018,7,167
Connecticut,2018,8,167
Connecticut,2018,9,167
Connecticut,2018,10,167
Connecticut,2018,11,167
Connecticut,2018,12,167
Louisiana,2018,1,167
Louisiana,2018,2,167
Louisiana,2018,3,167
Louisiana,2018,4,167
Louisiana,2018,5,167
Louisiana,2018,6,167
Louisiana,2018,7,167
Louisiana,2018,8,167
Louisiana,2018,9,167
Louisiana,2018,10,167
Louisiana,2018,11,167
Louisiana,2018,12,167
Oklahoma,2018,1,167
Oklahoma,2018,2,167
Oklahoma,2018,3,167
Oklahoma,2018,4,167
Oklahoma,2018,5,167
Oklahoma,2018,6,167
Oklahoma,2018,7,167
Oklahoma,2018,8,167
Oklahoma,2018,9,167
Oklahoma,2018,10,167
Oklahoma,2018,11,167
Oklahoma,2018,12,167
Indiana,2018,1,167
Indiana,2018,2,167
Indiana,2018,3,167
Indiana,2018,4,167
Indiana,2018,5,167
Indiana,2018,6,167
Indiana,2018,7,167
Indiana,2018,8,167
Indiana,2018,9,167
Indiana,2018,10,167
Indiana,2018,11,167
Indiana,2018,12,167
District of Columbia,2018,1,17
District of Columbia,2018,2,17
District of Columbia,2018,3,17
District of Columbia,2018,4,17
District of Columbia,2018,5,17
District of Columbia,2018,6,17
District of Columbia,2018,7,17
District of Columbia,2018,8,17
District of Columbia,2018,9,17
District of Columbia,2018,10,17
District of Columbia,2018,11,17
District of Columbia,2018,12,17
Iowa,2018,1,83
Iowa,2018,2,83
Iowa,2018,3,83
Iowa,2018,4,83
Iowa,2018,5,83
Iowa,2018,6,83
Iowa,2018,7,83
Iowa,2018,8,83
Iowa,2018,9,83
Iowa,2018,10,83
Iowa,2018,11,83
Iowa,2018,12,83
Kansas,2018,1,83
Kansas,2018,2,83
Kansas,2018,3,83
Kansas,2018,4,83
Kansas,2018,5,83
Kansas,2018,6,83
Kansas,2018,7,83
Kansas,2018,8,83
Kansas,2018,9,83
Kansas,2018,10,83
Kansas,2018,11,83
Kansas,2018,12,83
Alabama,2018,1,458
Alabama,2018,2,458
Alabama,2018,3,458
Alabama,2018,4,458
Alabama,2018,5,458
Alabama,2018,6,458
Alabama,2018,7,458
Alabama,2018,8,458
Alabama,2018,9,458
Alabama,2018,10,458
Alabama,2018,11,458
Alabama,2018,12,458
Arkansas,2018,1,458
Arkansas,2018,2,458
Arkansas,2018,3,458
Arkansas,2018,4,458
Arkansas,2018,5,458
Arkansas,2018,6,458
Arkansas,2018,7,458
Arkansas,2018,8,458
Arkansas,2018,9,458
Arkansas,2018,10,458
Arkansas,2018,11,458
Arkansas,2018,12,458
Mississippi,2018,1,125
Mississippi,2018,2,125
Mississippi,2018,3,125
Mississippi,2018,4,125
Mississippi,2018,5,125
Mississippi,2018,6,125
Mississippi,2018,7,125
Mississippi,2018,8,125
Mississippi,2018,9,125
Mississippi,2018,10,125
Mississippi,2018,11,125
Mississippi,2018,12,125
Virginia,2018,1,2083
Virginia,2018,2,2083
Virginia,2018,3,2083
Virginia,2018,4,2083
Virginia,2018,5,2083
Virginia,2018,6,2083
Virginia,2018,7,2083
Virginia,2018,8,2083
Virginia,2018,9,2083
Virginia,2018,10,2083
Virginia,2018,11,2083
Virginia,2018,12,2083
Missouri,2018,1,83
Missouri,2018,2,83
Missouri,2018,3,83
Missouri,2018,4,83
Missouri,2018,5,83
Missouri,2018,6,83
Missouri,2018,7,83
Missouri,2018,8,83
Missouri,2018,9,83
Missouri,2018,10,83
Missouri,2018,11,83
Missouri,2018,12,83
Maryland,2018,1,83
Maryland,2018,2,83
Maryland,2018,3,83
Maryland,2018,4,83
Maryland,2018,5,83
Maryland,2018,6,83
Maryland,2018,7,83
Maryland,2018,8,83
Maryland,2018,9,83
Maryland,2018,10,83
Maryland,2018,11,83
Maryland,2018,12,83
Colorado,2018,1,458
Colorado,2018,2,458
Colorado,2018,3,458
Colorado,2018,4,458
Colorado,2018,5,458
Colorado,2018,6,458
Colorado,2018,7,458
Colorado,2018,8,458
Colorado,2018,9,458
Colorado,2018,10,458
Colorado,2018,11,458
Colorado,2018,12,458
Arizona,2018,1,625
Arizona,2018,2,625
Arizona,2018,3,625
Arizona,2018,4,625
Arizona,2018,5,625
Arizona,2018,6,625
Arizona,2018,7,625
Arizona,2018,8,625
Arizona,2018,9,625
Arizona,2018,10,625
Arizona,2018,11,625
Arizona,2018,12,625
Kentucky,2018,1,625
Kentucky,2018,2,625
Kentucky,2018,3,625
Kentucky,2018,4,625
Kentucky,2018,5,625
Kentucky,2018,6,625
Kentucky,2018,7,625
Kentucky,2018,8,625
Kentucky,2018,9,625
Kentucky,2018,10,625
Kentucky,2018,11,625
Kentucky,2018,12,625
North Carolina,2018,1,625
North Carolina,2018,2,625
North Carolina,2018,3,625
North Carolina,2018,4,625
North Carolina,2018,5,625
North Carolina,2018,6,625
North Carolina,2018,7,625
North Carolina,2018,8,625
North Carolina,2018,9,625
North Carolina,2018,10,625
North Carolina,2018,11,625
North Carolina,2018,12,625
Michigan,2018,1,458
Michigan,2018,2,458
Michigan,2018,3,458
Michigan,2018,4,458
Michigan,2018,5,458
Michigan,2018,6,458
Michigan,2018,7,458
Michigan,2018,8,458
Michigan,2018,9,458
Michigan,2018,10,458
Michigan,2018,11,458
Michigan,2018,12,458
Florida,2018,1,2917
Florida,2018,2,2917
Florida,2018,3,2917
Florida,2018,4,2917
Florida,2018,5,2917
Florida,2018,6,2917
Florida,2018,7,2917
Florida,2018,8,2917
Florida,2018,9,2917
Florida,2018,10,2917
Florida,2018,11,2917
Florida,2018,12,2917
Pennsylvania,2018,1,2083
Pennsylvania,2018,2,2083
Pennsylvania,2018,3,2083
Pennsylvania,2018,4,2083
Pennsylvania,2018,5,2083
Pennsylvania,2018,6,2083
Pennsylvania,2018,7,2083
Pennsylvania,2018,8,2083
Pennsylvania,2018,9,2083
Pennsylvania,2018,10,2083
Pennsylvania,2018,11,2083
Pennsylvania,2018,12,2083
Texas,2018,1,2917
Texas,2018,2,2917
Texas,2018,3,2917
Texas,2018,4,2917
Texas,2018,5,2917
Texas,2018,6,2917
Texas,2018,7,2917
Texas,2018,8,2917
Texas,2018,9,2917
Texas,2018,10,2917
Texas,2018,11,2917
Texas,2018,12,2917
Washington,2018,1,2083
Washington,2018,2,2083
Washington,2018,3,2083
Washington,2018,4,2083
Washington,2018,5,2083
Washington,2018,6,2083
Washington,2018,7,2083
Washington,2018,8,2083
Washington,2018,9,2083
Washington,2018,10,2083
Washington,2018,11,2083
Washington,2018,12,2083
New York,2018,1,5417
New York,2018,2,5417
New York,2018,3,5417
New York,2018,4,5417
New York,2018,5,5417
New York,2018,6,5417
New York,2018,7,5417
New York,2018,8,5417
New York,2018,9,5417
New York,2018,10,5417
New York,2018,11,5417
New York,2018,12,5417
California,2018,1,7917
California,2018,2,7917
California,2018,3,7917
California,2018,4,7917
California,2018,5,7917
California,2018,6,7917
California,2018,7,7917
California,2018,8,7917
California,2018,9,7917
California,2018,10,7917
California,2018,11,7917
California,2018,12,7917
Utah,2018,1,250
Utah,2018,2,250
Utah,2018,3,250
Utah,2018,4,250
Utah,2018,5,250
Utah,2018,6,250
Utah,2018,7,250
Utah,2018,8,250
Utah,2018,9,250
Utah,2018,10,250
Utah,2018,11,250
Utah,2018,12,250
Oregon,2018,1,250
Oregon,2018,2,250
Oregon,2018,3,250
Oregon,2018,4,250
Oregon,2018,5,250
Oregon,2018,6,250
Oregon,2018,7,250
Oregon,2018,8,250
Oregon,2018,9,250
Oregon,2018,10,250
Oregon,2018,11,250
Oregon,2018,12,250
Rhode Island,2018,1,250
Rhode Island,2018,2,250
Rhode Island,2018,3,250
Rhode Island,2018,4,250
Rhode Island,2018,5,250
Rhode Island,2018,6,250
Rhode Island,2018,7,250
Rhode Island,2018,8,250
Rhode Island,2018,9,250
Rhode Island,2018,10,250
Rhode Island,2018,11,250
Rhode Island,2018,12,250
Wisconsin,2018,1,250
Wisconsin,2018,2,250
Wisconsin,2018,3,250
Wisconsin,2018,4,250
Wisconsin,2018,5,250
Wisconsin,2018,6,250
Wisconsin,2018,7,250
Wisconsin,2018,8,250
Wisconsin,2018,9,250
Wisconsin,2018,10,250
Wisconsin,2018,11,250
Wisconsin,2018,12,250
New Jersey,2018,1,250
New Jersey,2018,2,250
New Jersey,2018,3,250
New Jersey,2018,4,250
New Jersey,2018,5,250
New Jersey,2018,6,250
New Jersey,2018,7,250
New Jersey,2018,8,250
New Jersey,2018,9,250
New Jersey,2018,10,250
New Jersey,2018,11,250
New Jersey,2018,12,250
Delaware,2018,1,250
Delaware,2018,2,250
Delaware,2018,3,250
Delaware,2018,4,250
Delaware,2018,5,250
Delaware,2018,6,250
Delaware,2018,7,250
Delaware,2018,8,250
Delaware,2018,9,250
Delaware,2018,10,250
Delaware,2018,11,250
Delaware,2018,12,250
Tennessee,2018,1,250
Tennessee,2018,2,250
Tennessee,2018,3,250
Tennessee,2018,4,250
Tennessee,2018,5,250
Tennessee,2018,6,250
Tennessee,2018,7,250
Tennessee,2018,8,250
Tennessee,2018,9,250
Tennessee,2018,10,250
Tennessee,2018,11,250
Tennessee,2018,12,250
Georgia,2018,1,250
Georgia,2018,2,250
Georgia,2018,3,250
Georgia,2018,4,250
Georgia,2018,5,250
Georgia,2018,6,250
Georgia,2018,7,250
Georgia,2018,8,250
Georgia,2018,9,250
Georgia,2018,10,250
Georgia,2018,11,250
Georgia,2018,12,250
